generation	eq_score	techniques	status	description
3233	5.425	the_feel_felt_found+ownership_language+validation_before_solution	discard	add_validation_before_solution
3234	5.138	the_feel_felt_found	discard	remove_ownership_language
3235	5.338	the_feel_felt_found+genuine_admission	discard	swap_ownership_language_for_genuine_admission
3236	4.800	the_feel_felt_found+ownership_language	discard	temp_0.85
3237	5.237	ownership_language	discard	crossover
3238	5.325	the_feel_felt_found+ownership_language+genuine_admission	discard	add_genuine_admission
3239	5.200	ownership_language	discard	crossover
3240	5.113	the_feel_felt_found+casual_professionalism	discard	swap_ownership_language_for_casual_professionalism
3241	5.450	none	discard	crossover
3242	5.237	the_feel_felt_found+ownership_language	discard	tone_change
3243	5.425	the_feel_felt_found+ownership_language	discard	crossover
3244	5.013	the_feel_felt_found+ownership_language	discard	crossover
3245	5.013	the_feel_felt_found+ownership_language	discard	tone_change
3246	5.138	the_feel_felt_found+ownership_language	discard	temp_0.65
3247	5.325	the_feel_felt_found+ownership_language+proactive_extras	discard	add_proactive_extras
3248	4.925	the_feel_felt_found+ownership_language+validation_before_solution	discard	add_validation_before_solution
3249	5.325	the_feel_felt_found+ownership_language	discard	temp_0.95
3250	5.238	ownership_language+strategic_agreement	discard	swap_the_feel_felt_found_for_strategic_agreement
3251	5.325	the_feel_felt_found+ownership_language+mirroring	discard	add_mirroring
3252	4.825	the_feel_felt_found+ownership_language	discard	tone_change
3253	4.700	the_feel_felt_found+ownership_language+warmth_injection	discard	add_warmth_injection
3254	5.550	the_feel_felt_found+strategic_agreement	discard	swap_ownership_language_for_strategic_agreement
3255	5.550	ownership_language	discard	crossover
3256	5.650	the_feel_felt_found+ownership_language	discard	tone_change
3257	5.138	the_feel_felt_found+ownership_language+concrete_next_steps	discard	add_concrete_next_steps
3258	5.237	the_feel_felt_found+ownership_language	discard	temp_0.75
3259	5.550	the_feel_felt_found+ownership_language	discard	tone_change
3260	5.350	the_feel_felt_found+ownership_language+strategic_agreement	discard	add_strategic_agreement
3261	5.237	the_feel_felt_found+ownership_language+energy_matching	discard	add_energy_matching
3262	4.825	the_feel_felt_found+genuine_admission	discard	swap_ownership_language_for_genuine_admission
3263	5.325	ownership_language	discard	remove_the_feel_felt_found
3264	5.213	the_feel_felt_found+ownership_language	discard	tone_change
3265	5.325	the_feel_felt_found+ownership_language+strategic_agreement	discard	add_strategic_agreement
3266	5.112	the_feel_felt_found+ownership_language	discard	tone_change
3267	4.888	the_feel_felt_found+ownership_language+validation_before_solution	discard	add_validation_before_solution
3268	5.550	the_feel_felt_found+energy_matching	discard	swap_ownership_language_for_energy_matching
3269	5.550	the_feel_felt_found+ownership_language	discard	tone_change
3270	5.238	the_feel_felt_found+casual_professionalism	discard	swap_ownership_language_for_casual_professionalism
3271	5.112	the_feel_felt_found+ownership_language	discard	temp_0.70
3272	5.237	the_feel_felt_found+ownership_language	discard	crossover
3273	4.300	the_feel_felt_found+ownership_language+emotional_labeling	discard	add_emotional_labeling
3274	5.450	the_feel_felt_found+ownership_language	discard	crossover
3275	5.100	the_feel_felt_found+ownership_language	discard	crossover
3276	4.825	the_feel_felt_found+ownership_language	discard	crossover
3277	5.550	the_feel_felt_found+ownership_language	discard	temp_0.85
3278	5.450	the_feel_felt_found	discard	remove_ownership_language
3279	4.800	the_feel_felt_found+ownership_language+genuine_admission	discard	add_genuine_admission
3280	5.550	the_feel_felt_found+ownership_language	discard	tone_change
3281	5.425	the_feel_felt_found+ownership_language	discard	temp_0.85
3282	4.925	ownership_language+energy_matching	discard	swap_the_feel_felt_found_for_energy_matching
3283	5.138	the_feel_felt_found+ownership_language+emotional_labeling	discard	add_emotional_labeling
3284	5.450	the_feel_felt_found+ownership_language	discard	tone_change
3285	5.300	the_feel_felt_found+ownership_language+mirroring	discard	add_mirroring
3286	5.138	the_feel_felt_found	discard	crossover
3287	5.237	the_feel_felt_found+ownership_language	discard	temp_0.65
3288	5.213	the_feel_felt_found+ownership_language+emotional_labeling	discard	add_emotional_labeling
3289	5.037	the_feel_felt_found+ownership_language	discard	temp_0.85
3290	5.650	the_feel_felt_found+ownership_language+concrete_next_steps	discard	add_concrete_next_steps
3291	5.112	none	discard	crossover
3292	5.550	the_feel_felt_found+ownership_language+emotional_labeling	discard	add_emotional_labeling
3293	5.237	the_feel_felt_found+ownership_language+concrete_next_steps	discard	add_concrete_next_steps
3294	5.075	the_feel_felt_found+ownership_language+warmth_injection	discard	add_warmth_injection
3295	5.138	the_feel_felt_found+ownership_language+validation_before_solution	discard	add_validation_before_solution
3296	5.237	the_feel_felt_found+ownership_language	discard	tone_change
3297	5.525	the_feel_felt_found+ownership_language+genuine_admission	discard	add_genuine_admission
3298	5.350	ownership_language+emotional_labeling	discard	swap_the_feel_felt_found_for_emotional_labeling
3299	5.425	ownership_language	discard	crossover
3300	5.450	ownership_language+never_say_calm_down	discard	swap_the_feel_felt_found_for_never_say_calm_down
3301	4.912	the_feel_felt_found+ownership_language+never_say_calm_down	discard	add_never_say_calm_down
3302	5.550	the_feel_felt_found+ownership_language	discard	temp_0.85
3303	4.825	the_feel_felt_found+ownership_language	discard	temp_0.75
3304	5.213	the_feel_felt_found+ownership_language	discard	crossover
3305	4.925	the_feel_felt_found+ownership_language	discard	temp_0.65
3306	5.450	the_feel_felt_found+ownership_language	discard	temp_0.95
3307	5.237	the_feel_felt_found+ownership_language	discard	temp_0.85
3308	5.650	the_feel_felt_found+ownership_language	discard	temp_0.85
3309	4.700	the_feel_felt_found+ownership_language	discard	tone_change
3310	5.013	ownership_language	discard	remove_the_feel_felt_found
3311	5.550	the_feel_felt_found+ownership_language	discard	tone_change
3312	5.325	the_feel_felt_found	discard	crossover
3313	5.450	the_feel_felt_found	discard	remove_ownership_language
3314	5.075	ownership_language	discard	crossover
3315	5.650	the_feel_felt_found+ownership_language	discard	temp_0.85
3316	4.763	ownership_language+genuine_admission	discard	swap_the_feel_felt_found_for_genuine_admission
3317	5.425	ownership_language	discard	crossover
3318	5.338	the_feel_felt_found+ownership_language	discard	tone_change
3319	5.325	the_feel_felt_found+ownership_language+casual_professionalism	discard	add_casual_professionalism
3320	5.038	the_feel_felt_found+ownership_language+never_say_calm_down	discard	add_never_say_calm_down
3321	5.237	ownership_language+warmth_injection	discard	swap_the_feel_felt_found_for_warmth_injection
3322	5.138	the_feel_felt_found	discard	remove_ownership_language
3323	5.350	the_feel_felt_found	discard	crossover
3324	5.138	the_feel_felt_found+ownership_language	discard	crossover
3325	5.138	the_feel_felt_found+ownership_language	discard	crossover
3326	5.138	the_feel_felt_found+ownership_language	discard	crossover
3327	5.213	the_feel_felt_found+ownership_language	discard	tone_change
3328	5.425	the_feel_felt_found+ownership_language+emotional_labeling	discard	add_emotional_labeling
3329	5.138	the_feel_felt_found+ownership_language	discard	tone_change
3330	5.238	the_feel_felt_found	discard	crossover
3331	4.925	the_feel_felt_found+ownership_language+strategic_agreement	discard	add_strategic_agreement
3332	5.138	the_feel_felt_found+ownership_language	discard	temp_0.90
3333	5.550	the_feel_felt_found+ownership_language	discard	tone_change
3334	4.925	the_feel_felt_found+ownership_language	discard	temp_0.75
3335	5.450	ownership_language	discard	remove_the_feel_felt_found
3336	5.237	the_feel_felt_found	discard	crossover
3337	5.325	the_feel_felt_found+ownership_language+proactive_extras	discard	add_proactive_extras
3338	5.013	the_feel_felt_found+ownership_language+genuine_admission	discard	add_genuine_admission
3339	5.350	the_feel_felt_found+casual_professionalism	discard	swap_ownership_language_for_casual_professionalism
3340	5.450	the_feel_felt_found+ownership_language	discard	crossover
3341	5.325	the_feel_felt_found+ownership_language	discard	temp_0.70
3342	5.425	the_feel_felt_found	discard	crossover
3343	5.525	the_feel_felt_found+ownership_language+genuine_admission	discard	add_genuine_admission
3344	5.338	the_feel_felt_found+ownership_language	discard	crossover
3345	5.425	the_feel_felt_found+ownership_language	discard	tone_change
3346	4.888	the_feel_felt_found+mirroring	discard	swap_ownership_language_for_mirroring
3347	5.550	the_feel_felt_found+ownership_language+warmth_injection	discard	add_warmth_injection
3348	5.550	the_feel_felt_found+ownership_language	discard	tone_change
3349	5.350	ownership_language+emotional_labeling	discard	swap_the_feel_felt_found_for_emotional_labeling
3350	5.425	the_feel_felt_found+ownership_language	discard	tone_change
3351	5.013	the_feel_felt_found+ownership_language+never_say_calm_down	discard	add_never_say_calm_down
3352	5.138	the_feel_felt_found+energy_matching	discard	swap_ownership_language_for_energy_matching
3353	4.987	the_feel_felt_found+ownership_language	discard	crossover
3354	5.013	the_feel_felt_found+ownership_language	discard	tone_change
3355	5.425	ownership_language	discard	crossover
3356	5.112	the_feel_felt_found+ownership_language	discard	tone_change
3357	5.325	the_feel_felt_found+ownership_language	discard	tone_change
3358	5.650	ownership_language+warmth_injection	discard	swap_the_feel_felt_found_for_warmth_injection
3359	5.338	the_feel_felt_found+ownership_language	discard	tone_change
3360	5.037	the_feel_felt_found	discard	remove_ownership_language
3361	5.138	the_feel_felt_found+personal_touch	discard	swap_ownership_language_for_personal_touch
3362	5.525	the_feel_felt_found+ownership_language	discard	tone_change
3363	5.425	ownership_language+mirroring	discard	swap_the_feel_felt_found_for_mirroring
3364	5.425	the_feel_felt_found+ownership_language	discard	temp_0.65
3365	4.925	the_feel_felt_found+warmth_injection	discard	swap_ownership_language_for_warmth_injection
3366	5.037	the_feel_felt_found+ownership_language+never_say_calm_down	discard	add_never_say_calm_down
3367	4.513	the_feel_felt_found	discard	remove_ownership_language
3368	5.237	ownership_language	discard	crossover
3369	4.825	the_feel_felt_found+ownership_language+energy_matching	discard	add_energy_matching
3370	5.237	the_feel_felt_found	discard	crossover
3371	5.750	the_feel_felt_found+energy_matching	discard	swap_ownership_language_for_energy_matching
3372	5.450	ownership_language+emotional_labeling	discard	swap_the_feel_felt_found_for_emotional_labeling
3373	4.888	the_feel_felt_found+mirroring	discard	swap_ownership_language_for_mirroring
3374	5.550	the_feel_felt_found+ownership_language	discard	temp_0.65
3375	5.450	ownership_language+proactive_extras	discard	swap_the_feel_felt_found_for_proactive_extras
3376	5.037	the_feel_felt_found+ownership_language+strategic_agreement	discard	add_strategic_agreement
3377	5.025	the_feel_felt_found	discard	remove_ownership_language
3378	4.700	the_feel_felt_found+ownership_language	discard	temp_0.85
3379	5.450	the_feel_felt_found+ownership_language+energy_matching	discard	add_energy_matching
3380	5.138	the_feel_felt_found+ownership_language+emotional_labeling	discard	add_emotional_labeling
3381	5.300	the_feel_felt_found+ownership_language	discard	temp_0.90
3382	5.325	the_feel_felt_found+ownership_language	discard	tone_change
3383	5.138	ownership_language+emotional_labeling	discard	swap_the_feel_felt_found_for_emotional_labeling
3384	5.425	the_feel_felt_found+genuine_admission	discard	swap_ownership_language_for_genuine_admission
3385	5.225	the_feel_felt_found+ownership_language	discard	temp_0.65
3386	5.650	the_feel_felt_found+ownership_language+casual_professionalism	discard	add_casual_professionalism
3387	5.650	ownership_language+genuine_admission	discard	swap_the_feel_felt_found_for_genuine_admission
3388	5.438	ownership_language+proactive_extras	discard	swap_the_feel_felt_found_for_proactive_extras
3389	5.237	the_feel_felt_found+ownership_language	discard	tone_change
3390	5.138	ownership_language	discard	crossover
3391	5.138	the_feel_felt_found+ownership_language	discard	tone_change
3392	5.550	the_feel_felt_found	discard	remove_ownership_language
3393	5.425	none	discard	crossover
3394	5.138	ownership_language	discard	remove_the_feel_felt_found
3395	5.550	the_feel_felt_found+warmth_injection	discard	swap_ownership_language_for_warmth_injection
3396	5.550	the_feel_felt_found+ownership_language	discard	temp_0.85
3397	5.450	the_feel_felt_found+ownership_language+emotional_labeling	discard	add_emotional_labeling
3398	5.075	the_feel_felt_found+ownership_language	discard	crossover
3399	5.237	the_feel_felt_found+ownership_language	discard	tone_change
3400	5.138	the_feel_felt_found+ownership_language	discard	crossover
3401	5.450	the_feel_felt_found	discard	crossover
3402	5.325	ownership_language+mirroring	discard	swap_the_feel_felt_found_for_mirroring
3403	4.925	the_feel_felt_found+ownership_language	discard	temp_0.65
3404	5.325	ownership_language+energy_matching	discard	swap_the_feel_felt_found_for_energy_matching
3405	5.550	the_feel_felt_found+ownership_language+never_say_calm_down	discard	add_never_say_calm_down
3406	5.750	the_feel_felt_found+ownership_language+warmth_injection	discard	add_warmth_injection
3407	5.237	the_feel_felt_found+ownership_language+strategic_agreement	discard	add_strategic_agreement
3408	5.237	the_feel_felt_found+ownership_language+emotional_labeling	discard	add_emotional_labeling
3409	5.025	the_feel_felt_found+ownership_language	discard	temp_0.95
3410	5.450	ownership_language+never_say_calm_down	discard	swap_the_feel_felt_found_for_never_say_calm_down
3411	5.325	ownership_language+energy_matching	discard	swap_the_feel_felt_found_for_energy_matching
3412	5.012	the_feel_felt_found+ownership_language	discard	temp_0.70
3413	5.138	the_feel_felt_found+ownership_language+validation_before_solution	discard	add_validation_before_solution
3414	5.550	the_feel_felt_found+ownership_language	discard	tone_change
3415	5.138	the_feel_felt_found+ownership_language+concrete_next_steps	discard	add_concrete_next_steps
3416	5.075	the_feel_felt_found+ownership_language	discard	tone_change
3417	5.200	the_feel_felt_found+ownership_language	discard	temp_0.85
3418	4.863	the_feel_felt_found+ownership_language	discard	tone_change
3419	5.037	the_feel_felt_found+ownership_language+validation_before_solution	discard	add_validation_before_solution
3420	5.025	the_feel_felt_found+proactive_extras	discard	swap_ownership_language_for_proactive_extras
3421	5.088	the_feel_felt_found+ownership_language	discard	crossover
3422	5.138	the_feel_felt_found+ownership_language	discard	temp_0.65
3423	5.138	the_feel_felt_found+ownership_language	discard	tone_change
3424	5.237	the_feel_felt_found+ownership_language+strategic_agreement	discard	add_strategic_agreement
3425	5.138	none	discard	crossover
3426	5.237	ownership_language	discard	crossover
3427	4.825	the_feel_felt_found+proactive_extras	discard	swap_ownership_language_for_proactive_extras
3428	5.013	the_feel_felt_found+proactive_extras	discard	swap_ownership_language_for_proactive_extras
3429	5.300	the_feel_felt_found+concrete_next_steps	discard	swap_ownership_language_for_concrete_next_steps
3430	5.112	the_feel_felt_found	discard	crossover
3431	5.138	ownership_language	discard	crossover
3432	5.112	the_feel_felt_found+ownership_language+warmth_injection	discard	add_warmth_injection
3433	5.450	the_feel_felt_found+ownership_language	discard	temp_0.65
3434	5.013	the_feel_felt_found+ownership_language+mirroring	discard	add_mirroring
3435	5.075	the_feel_felt_found+strategic_agreement	discard	swap_ownership_language_for_strategic_agreement
3436	4.987	the_feel_felt_found+ownership_language+genuine_admission	discard	add_genuine_admission
3437	5.138	the_feel_felt_found+ownership_language	discard	tone_change
3438	5.138	the_feel_felt_found+ownership_language+personal_touch	discard	add_personal_touch
3439	5.088	the_feel_felt_found+ownership_language+proactive_extras	discard	add_proactive_extras
3440	5.038	the_feel_felt_found+ownership_language	discard	crossover
3441	4.612	the_feel_felt_found	discard	remove_ownership_language
3442	5.013	the_feel_felt_found+validation_before_solution	discard	swap_ownership_language_for_validation_before_solution
3443	5.138	the_feel_felt_found+never_say_calm_down	discard	swap_ownership_language_for_never_say_calm_down
3444	5.425	the_feel_felt_found+ownership_language	discard	temp_0.65
3445	5.338	the_feel_felt_found+ownership_language+strategic_agreement	discard	add_strategic_agreement
3446	5.325	ownership_language	discard	crossover
3447	5.450	the_feel_felt_found+ownership_language	discard	temp_0.95
3448	5.200	the_feel_felt_found+ownership_language	discard	crossover
3449	5.037	the_feel_felt_found+ownership_language	discard	temp_0.75
3450	5.650	the_feel_felt_found+ownership_language+never_say_calm_down	discard	add_never_say_calm_down
3451	4.888	ownership_language+energy_matching	discard	swap_the_feel_felt_found_for_energy_matching
3452	5.200	the_feel_felt_found+ownership_language+genuine_admission	discard	add_genuine_admission
3453	5.650	the_feel_felt_found	discard	remove_ownership_language
3454	5.450	ownership_language+casual_professionalism	discard	swap_the_feel_felt_found_for_casual_professionalism
3455	4.888	the_feel_felt_found+ownership_language+validation_before_solution	discard	add_validation_before_solution
3456	5.112	the_feel_felt_found+ownership_language	discard	tone_change
3457	5.550	ownership_language	discard	crossover
3458	5.450	the_feel_felt_found+ownership_language	discard	tone_change
3459	5.138	none	discard	crossover
3460	5.550	the_feel_felt_found+ownership_language	discard	crossover
3461	5.237	the_feel_felt_found	discard	crossover
3462	5.037	the_feel_felt_found+ownership_language	discard	crossover
3463	4.913	the_feel_felt_found+ownership_language	discard	tone_change
3464	5.138	the_feel_felt_found+ownership_language	discard	crossover
3465	5.237	the_feel_felt_found+ownership_language	discard	tone_change
3466	5.138	the_feel_felt_found+ownership_language+never_say_calm_down	discard	add_never_say_calm_down
3467	5.450	the_feel_felt_found+ownership_language	discard	tone_change
3468	5.138	ownership_language+validation_before_solution	discard	swap_the_feel_felt_found_for_validation_before_solution
3469	5.037	the_feel_felt_found+ownership_language+genuine_admission	discard	add_genuine_admission
3470	5.100	ownership_language	discard	remove_the_feel_felt_found
3471	5.338	the_feel_felt_found+ownership_language+never_say_calm_down	discard	add_never_say_calm_down
3472	5.450	the_feel_felt_found+ownership_language	discard	tone_change
3473	5.450	the_feel_felt_found+ownership_language	discard	crossover
3474	5.350	the_feel_felt_found+ownership_language	discard	tone_change
3475	4.612	the_feel_felt_found+ownership_language	discard	temp_0.90
3476	5.450	the_feel_felt_found+ownership_language	discard	temp_0.70
3477	5.450	the_feel_felt_found+ownership_language	discard	tone_change
3478	5.138	the_feel_felt_found+personal_touch	discard	swap_ownership_language_for_personal_touch
3479	4.800	the_feel_felt_found+ownership_language	discard	tone_change
3480	5.238	the_feel_felt_found+ownership_language	discard	tone_change
3481	5.138	none	discard	crossover
3482	4.513	none	discard	crossover
3483	5.438	ownership_language+concrete_next_steps	discard	swap_the_feel_felt_found_for_concrete_next_steps
3484	5.325	the_feel_felt_found+ownership_language+personal_touch	discard	add_personal_touch
3485	5.450	the_feel_felt_found+ownership_language	discard	crossover
3486	4.925	the_feel_felt_found+strategic_agreement	discard	swap_ownership_language_for_strategic_agreement
3487	5.112	the_feel_felt_found+ownership_language	discard	tone_change
3488	5.013	the_feel_felt_found+ownership_language	discard	crossover
3489	5.237	the_feel_felt_found	discard	crossover
3490	5.650	the_feel_felt_found+ownership_language+genuine_admission	discard	add_genuine_admission
3491	5.075	the_feel_felt_found+ownership_language	discard	crossover
3492	5.213	ownership_language	discard	crossover
3493	5.337	the_feel_felt_found	discard	crossover
3494	5.350	the_feel_felt_found	discard	remove_ownership_language
3495	4.825	the_feel_felt_found+ownership_language	discard	crossover
3496	5.425	the_feel_felt_found+ownership_language	discard	tone_change
3497	4.825	ownership_language+personal_touch	discard	swap_the_feel_felt_found_for_personal_touch
3498	5.550	ownership_language	discard	remove_the_feel_felt_found
3499	4.925	the_feel_felt_found+ownership_language	discard	temp_0.75
3500	5.425	ownership_language	discard	crossover
3501	5.138	the_feel_felt_found	discard	remove_ownership_language
3502	5.112	the_feel_felt_found+ownership_language	discard	tone_change
3503	5.237	the_feel_felt_found+ownership_language	discard	temp_0.75
3504	5.112	the_feel_felt_found+ownership_language	discard	tone_change
3505	5.550	the_feel_felt_found+ownership_language+mirroring	discard	add_mirroring
3506	5.425	the_feel_felt_found+ownership_language+validation_before_solution	discard	add_validation_before_solution
3507	5.450	the_feel_felt_found+ownership_language+strategic_agreement	discard	add_strategic_agreement
3508	5.325	the_feel_felt_found+ownership_language	discard	crossover
3509	5.425	the_feel_felt_found+ownership_language+casual_professionalism	discard	add_casual_professionalism
3510	5.013	the_feel_felt_found+energy_matching	discard	swap_ownership_language_for_energy_matching
3511	5.550	the_feel_felt_found+ownership_language	discard	temp_0.65
3512	4.987	the_feel_felt_found+ownership_language+never_say_calm_down	discard	add_never_say_calm_down
3513	5.200	the_feel_felt_found+ownership_language	discard	temp_0.90
3514	5.425	the_feel_felt_found+ownership_language	discard	tone_change
3515	4.825	the_feel_felt_found+ownership_language	discard	tone_change
3516	5.425	the_feel_felt_found+ownership_language+never_say_calm_down	discard	add_never_say_calm_down
3517	5.350	the_feel_felt_found+ownership_language+concrete_next_steps	discard	add_concrete_next_steps
3518	5.138	the_feel_felt_found+ownership_language	discard	tone_change
3519	5.450	the_feel_felt_found+ownership_language	discard	crossover
3520	5.112	the_feel_felt_found+never_say_calm_down	discard	swap_ownership_language_for_never_say_calm_down
3521	5.237	the_feel_felt_found+ownership_language	discard	tone_change
3522	5.237	the_feel_felt_found+ownership_language	discard	crossover
3523	5.550	the_feel_felt_found+ownership_language+warmth_injection	discard	add_warmth_injection
3524	5.650	ownership_language	discard	remove_the_feel_felt_found
3525	5.237	the_feel_felt_found+ownership_language	discard	temp_0.70
3526	5.138	the_feel_felt_found+ownership_language+genuine_admission	discard	add_genuine_admission
3527	5.550	the_feel_felt_found+ownership_language+validation_before_solution	discard	add_validation_before_solution
3528	5.237	the_feel_felt_found+ownership_language	discard	temp_0.70
3529	5.450	the_feel_felt_found+ownership_language	discard	crossover
3530	5.138	ownership_language+casual_professionalism	discard	swap_the_feel_felt_found_for_casual_professionalism
3531	5.450	the_feel_felt_found+ownership_language	discard	tone_change
3532	4.912	ownership_language	discard	remove_the_feel_felt_found
3533	4.825	the_feel_felt_found+casual_professionalism	discard	swap_ownership_language_for_casual_professionalism
3534	5.138	the_feel_felt_found+ownership_language	discard	temp_0.70
3535	5.125	the_feel_felt_found+ownership_language	discard	tone_change
3536	5.037	the_feel_felt_found+ownership_language+casual_professionalism	discard	add_casual_professionalism
3537	5.138	ownership_language	discard	remove_the_feel_felt_found
3538	5.350	the_feel_felt_found+ownership_language	discard	temp_0.95
3539	5.013	the_feel_felt_found+ownership_language	discard	crossover
3540	5.650	the_feel_felt_found	discard	crossover
3541	5.550	ownership_language+never_say_calm_down	discard	swap_the_feel_felt_found_for_never_say_calm_down
3542	5.112	the_feel_felt_found+ownership_language+genuine_admission	discard	add_genuine_admission
3543	5.112	the_feel_felt_found+ownership_language	discard	temp_0.75
3544	5.450	the_feel_felt_found+ownership_language+warmth_injection	discard	add_warmth_injection
3545	5.338	the_feel_felt_found	discard	remove_ownership_language
3546	5.650	the_feel_felt_found+ownership_language	discard	tone_change
3547	5.325	the_feel_felt_found+ownership_language	discard	crossover
3548	5.138	the_feel_felt_found+ownership_language+personal_touch	discard	add_personal_touch
3549	5.013	the_feel_felt_found+strategic_agreement	discard	swap_ownership_language_for_strategic_agreement
3550	5.138	ownership_language+never_say_calm_down	discard	swap_the_feel_felt_found_for_never_say_calm_down
3551	4.800	the_feel_felt_found+ownership_language	discard	tone_change
3552	5.138	the_feel_felt_found+ownership_language	discard	tone_change
3553	5.325	the_feel_felt_found+ownership_language	discard	crossover
3554	5.550	the_feel_felt_found+ownership_language	discard	crossover
3555	5.013	the_feel_felt_found+ownership_language+never_say_calm_down	discard	add_never_say_calm_down
3556	4.925	the_feel_felt_found+ownership_language	discard	tone_change
3557	5.550	the_feel_felt_found+ownership_language	discard	crossover
3558	5.225	the_feel_felt_found+genuine_admission	discard	swap_ownership_language_for_genuine_admission
3559	5.200	the_feel_felt_found+concrete_next_steps	discard	swap_ownership_language_for_concrete_next_steps
3560	5.325	the_feel_felt_found	discard	crossover
3561	5.112	the_feel_felt_found	discard	remove_ownership_language
3562	5.450	the_feel_felt_found+concrete_next_steps	discard	swap_ownership_language_for_concrete_next_steps
3563	5.450	the_feel_felt_found+ownership_language+proactive_extras	discard	add_proactive_extras
3564	5.138	the_feel_felt_found+ownership_language+concrete_next_steps	discard	add_concrete_next_steps
3565	4.700	the_feel_felt_found+ownership_language	discard	tone_change
3566	4.925	none	discard	crossover
3567	4.913	the_feel_felt_found+ownership_language	discard	crossover
3568	5.450	the_feel_felt_found+ownership_language	discard	temp_0.85
3569	5.325	the_feel_felt_found+ownership_language	discard	temp_0.90
3570	5.550	the_feel_felt_found+ownership_language	discard	tone_change
3571	5.100	the_feel_felt_found+ownership_language	discard	tone_change
3572	5.450	the_feel_felt_found+ownership_language+energy_matching	discard	add_energy_matching
3573	5.450	the_feel_felt_found+ownership_language	discard	tone_change
3574	5.113	none	discard	crossover
3575	5.338	the_feel_felt_found+ownership_language	discard	temp_0.65
3576	5.438	the_feel_felt_found+ownership_language+emotional_labeling	discard	add_emotional_labeling
3577	5.213	the_feel_felt_found+ownership_language	discard	tone_change
3578	5.013	ownership_language	discard	remove_the_feel_felt_found
3579	5.138	the_feel_felt_found+ownership_language+casual_professionalism	discard	add_casual_professionalism
3580	5.138	the_feel_felt_found+ownership_language	discard	temp_0.70
3581	5.200	the_feel_felt_found+ownership_language	discard	temp_0.95
3582	5.550	the_feel_felt_found+ownership_language	discard	tone_change
3583	5.425	the_feel_felt_found+ownership_language	discard	tone_change
3584	5.325	the_feel_felt_found	discard	crossover
3585	5.237	the_feel_felt_found+ownership_language	discard	temp_0.65
3586	5.012	the_feel_felt_found+concrete_next_steps	discard	swap_ownership_language_for_concrete_next_steps
3587	4.713	the_feel_felt_found+ownership_language	discard	crossover
3588	5.325	the_feel_felt_found+ownership_language+emotional_labeling	discard	add_emotional_labeling
3589	5.338	the_feel_felt_found	discard	remove_ownership_language
3590	5.013	the_feel_felt_found+ownership_language	discard	tone_change
3591	5.325	the_feel_felt_found+ownership_language	discard	temp_0.65
3592	5.138	the_feel_felt_found+ownership_language	discard	temp_0.90
3593	5.525	the_feel_felt_found	discard	remove_ownership_language
3594	5.450	the_feel_felt_found+ownership_language	discard	tone_change
3595	5.138	the_feel_felt_found+ownership_language	discard	tone_change
3596	5.138	the_feel_felt_found+ownership_language	discard	tone_change
3597	5.125	the_feel_felt_found+ownership_language+casual_professionalism	discard	add_casual_professionalism
3598	5.425	the_feel_felt_found+ownership_language+emotional_labeling	discard	add_emotional_labeling
3599	5.425	the_feel_felt_found+ownership_language	discard	tone_change
3600	5.037	the_feel_felt_found+ownership_language	discard	tone_change
3601	5.138	none	discard	crossover
3602	5.550	the_feel_felt_found	discard	remove_ownership_language
3603	5.350	the_feel_felt_found+personal_touch	discard	swap_ownership_language_for_personal_touch
3604	4.825	the_feel_felt_found+ownership_language+concrete_next_steps	discard	add_concrete_next_steps
3605	5.100	the_feel_felt_found+ownership_language+energy_matching	discard	add_energy_matching
3606	5.750	the_feel_felt_found+ownership_language	discard	tone_change
3607	5.425	the_feel_felt_found+ownership_language	discard	crossover
3608	5.200	the_feel_felt_found+ownership_language	discard	tone_change
3609	4.987	ownership_language	discard	crossover
3610	5.550	ownership_language	discard	crossover
3611	5.213	the_feel_felt_found+ownership_language	discard	crossover
3612	5.112	the_feel_felt_found+genuine_admission	discard	swap_ownership_language_for_genuine_admission
3613	5.425	the_feel_felt_found+ownership_language	discard	tone_change
3614	5.650	ownership_language	discard	crossover
3615	5.450	the_feel_felt_found	discard	crossover
3616	4.825	the_feel_felt_found+ownership_language	discard	tone_change
3617	5.750	the_feel_felt_found+warmth_injection	discard	swap_ownership_language_for_warmth_injection
3618	5.225	ownership_language	discard	crossover
3619	5.338	the_feel_felt_found+ownership_language	discard	temp_0.90
3620	4.900	the_feel_felt_found+ownership_language	discard	tone_change
3621	5.425	the_feel_felt_found+ownership_language	discard	tone_change
3622	5.325	ownership_language	discard	remove_the_feel_felt_found
3623	4.925	the_feel_felt_found+ownership_language	discard	temp_0.95
3624	5.237	the_feel_felt_found+ownership_language+warmth_injection	discard	add_warmth_injection
3625	5.025	the_feel_felt_found+ownership_language+strategic_agreement	discard	add_strategic_agreement
3626	5.450	ownership_language	discard	crossover
3627	4.712	the_feel_felt_found+ownership_language	discard	crossover
3628	5.650	ownership_language	discard	remove_the_feel_felt_found
3629	5.013	the_feel_felt_found+ownership_language	discard	crossover
3630	5.550	the_feel_felt_found+ownership_language+mirroring	discard	add_mirroring
3631	4.888	the_feel_felt_found+ownership_language	discard	temp_0.85
3632	4.913	the_feel_felt_found+ownership_language+strategic_agreement	discard	add_strategic_agreement
3633	5.112	the_feel_felt_found+ownership_language+concrete_next_steps	discard	add_concrete_next_steps
